rank,artist,spotify_id,listeners,daily_change_listeners,peak_listeners
3197,War Child Records,6LUTQHiyRTjNLKtt9Ypstg,"4,458,297","129,185","5,411,985"
3198,S.A. Rajkumar,2LMljlTXjGr7jPZOBmK9My,"4,457,837",-470,"4,458,307"
3199,Sumit Parta,3b3PfZsOrb3cPzSCZjawbr,"4,453,952","-21,057","4,765,047"
3200,KSHMR,2wX6xSig4Rig5kZU6ePlWe,"4,453,894","-12,177","7,488,809"
3201,Alex Krack,1YZcJWydWAbSpknMUKtD9m,"4,452,066","13,587","13,075,230"
3202,Steve Angello,4FqPRilb0Ja0TKG3RS3y4s,"4,451,970",797,"5,619,561"
3203,Chris Young,4BYxqVkZyFjtik7crYLg5Q,"4,451,114","-1,332","6,557,043"
3204,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,"4,450,215","46,194","7,556,191"
3205,Dreamville,1iNqsUDUraNWrj00bqssQG,"4,448,884","-7,537","8,328,012"
3206,Millonario & W. Corona,31l8FA2bO5qxpqf8uhV5eZ,"4,447,958","11,663","4,447,958"
3207,Jimmy Humilde,09HxEXUwV0FkmZnBqrJfbM,"4,447,880","-1,881","4,815,473"
3208,BoyWithUke,1Cd373x8qzC7SNUg5IToqp,"4,447,594","-4,100","9,580,542"
3209,La La Love You,5Q30fhTc0Sl0Q4C5dOjhhQ,"4,446,858","13,340","4,446,858"
3210,Radhan,5FOhBMFQo0pDhvISlFmxdi,"4,446,755","-3,047","4,635,337"
3211,ARJN,5j2JTk8JqepIgv1zxYOuIi,"4,444,586","-33,205","4,643,733"
3212,KDS,41opZo9bHh8CZoIdR3IgP7,"4,443,245","-31,690","4,643,051"
3213,Bobby Harvey,2biXipa3IRLZUOnXgtKmXc,"4,443,000","15,594","4,808,992"
3214,Ruger,0a1SidMjD8D6EHvJph4n2H,"4,442,611",0,"4,915,863"
3215,Volbeat,0L5fC7Ogm2YwgqVCRcF1bT,"4,440,402",680,"5,825,776"
3216,MC L da Vinte,0lHB0Qc4pmD5RkTLlHeESo,"4,437,300","5,466","5,728,139"
3217,Madhur Sharma,2kfi47LWmlXzQ3p3kWonfQ,"4,437,006","-33,115","8,122,798"
3218,Sheenam Katholic,5GSBzF7y5fq4zb27LQ2jZY,"4,436,542","-10,831","5,484,802"
3219,RONN,6jw1jO7iGLcrQyXL1Ia0IW,"4,435,557","-33,823","4,638,685"
3220,DJ QUIRINO,7lpdjvBflQskU8qfdHuCSF,"4,432,452","-45,524","5,008,149"
3221,Yes,7AC976RDJzL2asmZuz7qil,"4,432,306","3,271","5,387,952"
3222,Gurpreet Saini,3nLLr3ShsQC2Hdrwjl14ie,"4,430,580","-27,853","8,324,469"
3223,Magdalena Bay,1oPRcJUkloHaRLYx0olBLJ,"4,428,279","-10,652","6,425,176"
3224,Cloonee,7MdlXmq2HViAJWo9cf30sR,"4,428,143","-4,513","5,257,966"
3225,Los Abuelos De La Nada,5R3NywPPOyhLfdvutgg0me,"4,428,041","12,229","5,731,290"
3226,Los Titanes De Durango,3wGRXHdFCbyHhyVbdAWNrd,"4,427,666",-125,"5,222,117"
3227,Khasa Aala Chahar,3yOHCFUZRsaHUu1yefR8ck,"4,427,561","-30,964","4,511,168"
3228,Sisqo,6x9QLdzo6eBZxJ1bHsDkjg,"4,427,382","1,719","5,173,365"
3229,Bush,78SHxLdtysAXgywQ4vE0Oa,"4,424,744",218,"4,773,910"
3230,Luniz,3z3g65U7mmyyBmmDfsQK9x,"4,423,589","3,339","4,714,441"
3231,RÃZ,0aULg7LximLNhI6lLzxcXI,"4,423,502","-7,616","7,529,184"
3232,Abel Pintos,6HTUcOExehqydqa7C3usAa,"4,422,850","-12,078","6,141,431"
3233,Charles Ans,5lYeiQxUTcGKVgAuTqbTeL,"4,421,488","9,331","4,421,488"
3234,Yo Gotti,6Ha4aES39QiVjR0L2lwuwq,"4,419,204","-2,452","6,056,530"
3235,Dendi Nata,509YLwDnYeTaVfX0Kl6Jdn,"4,415,848","27,987","4,415,848"
3236,ChiChi Peralta,5GNSVtCq2hiXDx7jUA5Iou,"4,412,185","22,545","6,224,363"
3237,Klaus Badelt,03GruNQP8X25PCoWzdvIGZ,"4,411,172","-13,976","4,672,926"
3238,Sub Focus,0QaSiI5TLA4N7mcsdxShDO,"4,409,944","-3,510","5,687,241"
3239,Vishnu Edavan,0EESJaBQY5fiBeQOGvDi3T,"4,409,131","-22,850","6,178,165"
3240,Sam Martin,66AE89GQTx88zLYhXn1wFK,"4,407,764","10,643","6,554,884"
3241,Hiten,597A6e3D22Vq4gxyh4mUjh,"4,407,734","-13,704","8,278,942"
3242,Marracash,5AZuEF0feCXMkUCwQiQlW7,"4,407,686","-4,463","5,579,054"
3243,Darkiel,4z19QMyPVRwbd4Fs2LisBa,"4,407,395","3,255","8,603,644"
3244,Yazoo,1G1mX30GpUJqOr1QU2eBSs,"4,406,353","12,824","4,406,353"
3245,Åebnem Ferah,74xBVPWYoSf5pvo5IkePRO,"4,406,352","-27,637","5,151,151"
3246,MC Marlon PH,3uSPe0aATQvPSLWin1kZsQ,"4,405,642","22,599","5,294,644"
3247,ERNEST,4GGfAshSkqoxpZdoaHm7ky,"4,405,529","7,927","14,052,464"
3248,Jessi Uribe,3SN7I8KV2qBwTCZ4aNDcbS,"4,404,552","-20,845","5,226,311"
3249,Colter Wall,3xYXYzm9H3RzyQgBrYwIcx,"4,403,079","6,337","5,138,376"
3250,BengÃ¼,6wxh9aTFgTS4OiyYlnQBq6,"4,400,837",-362,"5,145,160"
3251,Jaziel Avilez,6LC8g4SRSqJ4zm6sQeutFZ,"4,399,363","-17,150","5,865,092"
3252,Blueface,3Fl1V19tmjt57oBdxXKAjJ,"4,399,212","3,230","5,477,573"
3253,Cash Cobain,2R0CFyeMDiRbfkhkIMbyl1,"4,397,400","-7,184","8,726,541"
3254,Alabama,6rJqqRce0Kvo2dJUXoHleC,"4,396,710","15,795","5,941,177"
3255,CA7RIEL & Paco Amoroso,6I8TDGeUmmLom8auKPzMdX,"4,396,265",-78,"6,758,827"
3256,Cedric Gervais,4Wjf8diP59VmPG7fi4y724,"4,393,334","3,598","7,908,917"
3257,Jimmy Guzman,3A4wpNVgD1v07jIbFQBVTr,"4,392,652","-7,244","5,153,883"
3258,Rich Amiri,2sF5nNXnrrsCPZlt8ZpyGd,"4,391,154","-6,812","12,434,212"
3259,Amarabha Banerjee,2780kFYuvbwSLPJZ5faEDw,"4,389,898","-32,948","10,374,862"
3260,Paradox,3fWcIRZlzhMl2YNACMvHui,"4,388,181","-25,904","8,876,257"
3261,Showkidd,0lqjRojARBHXCBYVOm16CC,"4,387,760","26,469","4,387,760"
3262,Steppenwolf,1WRM9i067hd2ujxxi8FI3m,"4,387,609","9,444","5,876,307"
3263,HWASA,7bmYpVgQub656uNTu6qGNQ,"4,386,755","-11,199","5,564,055"
3264,Bloodhound Gang,6nDLku5uL3ou60kvCGZorh,"4,385,768",73,"4,417,372"
3265,CRO,3utZ2yeQk0Z3BCOBWP7Vlu,"4,385,074","16,903","6,167,724"
3266,Los Del Rio,2JXn03fudjyRkQ1Ye9f5rk,"4,384,397","19,464","5,073,302"
3267,Kalmi,6tYCSHLtTI54AQJFOMfU45,"4,379,300","-7,690","16,934,279"
3268,Masked Wolf,1uU7g3DNSbsu0QjSEqZtEd,"4,378,200","8,582","8,528,561"
3269,Darude,0LhHRmSd1EYM5QdNeNnCoQ,"4,378,128","12,293","4,540,833"
3270,Mc Luizinho,5kFKWKOi67GISDFKogGbRP,"4,376,886","-25,086","6,085,438"
3271,MORTEN,19HFRWmRCl27kTk6LeqAO8,"4,373,020","-2,733","5,906,864"
3272,Sam Tinnesz,70TsVY28EcEUYSGG5Yw7mp,"4,372,000","-2,555","5,326,324"
3273,Hammy Muzic,7zzosAlsXxJJ5vXPymZZAj,"4,369,860","-15,727","4,691,184"
3274,Isaias Saad,1THj0JI7zld7YDsWERcSUz,"4,368,098","-14,222","5,013,234"
3275,Soap&Skin,2mAYpnSe3g2Y22JcZ2ddku,"4,367,692","13,122","5,541,502"
3276,Tito Nieves,4vOycwLXdkMMzpZW04VW5m,"4,367,125",245,"4,367,125"
3277,El Mimoso Luis Antonio LÃ³pez,7AUgYiThuW80zSOwY7Ub2g,"4,364,685","4,948","4,794,540"
3278,Nivas K Prasanna,3RN1T82XXhayseL1rCdJnp,"4,361,171","-8,017","4,369,188"
3279,Sidewalks and Skeletons,48nHO1cuTbpx4ELhChsxX1,"4,360,442","-6,907","5,026,855"
3280,"Hank Williams, Jr.",2dyeCWctcFRt3Pha76ONgb,"4,359,843","26,744","8,266,166"
3281,Hootie & The Blowfish,08ct2eZF5lUPdJpHwNKWof,"4,359,192","20,993","5,423,651"
3282,LuchÃ¨,3yiEJ9SByXZMXTwaKdVFN4,"4,358,254","35,157","4,358,254"
3283,Rata Blanca,632M26jlmnCrL8CqD5i7Kd,"4,358,037","-4,647","4,362,684"
3284,Le Tigre,2n6FviARgtjjimZXu18uRM,"4,356,224","81,843","5,778,427"
3285,ELEVATION RHYTHM,0qZ8aSF0iMCQI99AAXikF8,"4,355,454","1,610","4,355,454"
3286,Roar,7dIpKWlEeAljA20vFJ82RD,"4,354,593","-7,070","7,895,115"
3287,Chael Produciendo,2iI5KWXLjw1tqLQsdjuo0e,"4,354,534",121,"5,099,898"
3288,Miggy Dela Rosa,45ruzGUmIr8WLjLOPJ9mGU,"4,351,807","7,005","11,442,944"
3289,Kaique e Felipe,0JRPF8WIKUtSO2IUYfrcuh,"4,351,505","9,964","8,484,988"
3290,mc pl alves,47wsfaEWJwhWd9bs04Oc1g,"4,350,813","-5,220","5,536,936"
3291,Young Stoner Life,1xr2G8Hlx4QWmT9HaUbmoO,"4,348,819","-7,242","5,154,798"
3292,Os Paralamas Do Sucesso,7EM9m7HOXxVgP9oEpDDv70,"4,346,718","17,534","5,182,449"
3293,Yung Lean,67lytN32YpUxiSeWlKfHJ3,"4,346,138","-10,288","6,742,195"
3294,Yannc,3rqKgkODmiyDdimpz5D3y1,"4,345,490","-3,282","8,341,282"
3295,James Morrison,3LpLGlgRS1IKPPwElnpW35,"4,343,677",-210,"5,078,039"
3296,MC Neguinho do Kaxeta,27mVhYvJa7apj1zCoZ9TF2,"4,342,865","8,882","4,573,426"
3297,Nick Cave & The Bad Seeds,4UXJsSlnKd7ltsrHebV79Q,"4,342,352","4,357","4,876,606"
3298,Lucky Daye,5Vuvs6Py2JRU7WiFDVsI7J,"4,342,154","-6,928","7,754,167"
3299,CERES,32kPQzj1rk4nnGIIJpIUic,"4,335,548","-2,943","8,277,134"
3300,Fedez,3pgCLfNbw5ozIfoNsvDU7i,"4,334,677","54,018","6,433,009"
3301,Zynakal,3Cs5QQYz6pMhbEKaBNCtfi,"4,331,724","-42,801","6,488,821"
3302,Lil Dicky,1tqhsYv8yBBdwANFNzHtcr,"4,331,334","-5,377","4,845,525"
3303,Three 6 Mafia,26s8LSolLfCIY88ysQbIuT,"4,330,606","2,259","5,229,503"
3304,DJ BOY,5ncITNKBT3RMa1U2NsuE7V,"4,329,548","9,463","6,258,214"
3305,MC MAYAH,10mKIVPFtg42JIvttHQrzr,"4,326,945","-1,240","5,806,148"
3306,Pashanim,34LetYSjEuG2fBb4Z8PwPg,"4,324,945","18,940","5,720,093"
3307,Grupo Los de la O,1glBi4zyzqaSQoy8ReU0rz,"4,324,941","15,658","6,073,733"
3308,Janine,09Xydf4dlkr29dH99DmsvQ,"4,324,529","-12,654","6,549,833"
3309,Supermode,7urnl0uH1w3NCoErxw7AUK,"4,323,778","-2,281","7,281,367"
3310,BJ Lips,22jHNXFZFhbCjUcEAm5xl9,"4,320,742",700,"4,545,744"
3311,Lola Indigo,3bvfu2KAve4lPHrhEFDZna,"4,319,866","-1,738","12,485,738"
3312,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,"4,319,286","7,116","5,378,303"
3313,Phillip Phillips,6p5JxpTc7USNnBnLzctyd4,"4,318,306","4,101","4,394,493"
3314,Faouzia,5NhgsV7qPWHZqYEMKzbYvo,"4,316,877","1,167","5,494,775"
3315,Chesylino,3LgpEnxGl51dSvzKJTNPNR,"4,316,814","-81,574","9,646,653"
3316,Midnight Oil,72KyoXzp0NOQij6OcmZUxk,"4,314,017","19,394","4,668,034"
3317,Calein,0DpLoyGVbhOHNR3ht2oO9y,"4,313,886","23,615","4,895,137"
3318,Apache 207,1qQLhymHXFPtP5U8KNKsm6,"4,313,417","-3,495","7,326,619"
3319,El Padrinito Toys,04mzq9GH08zOBRdV2gzmXm,"4,306,884","16,308","10,035,334"
3320,Tiziano Ferro,11TplWqOPQBTmg2eiSLt1m,"4,306,828","19,834","4,625,836"
3321,Kenan DoÄulu,2RQ8NtUmg5y6tfbvCwX8jI,"4,305,881",181,"5,144,462"
3322,RunâD.M.C.,3CQIn7N5CuRDP8wEI7FiDA,"4,304,879","3,972","12,503,371"
3323,Kavinsky,0UF7XLthtbSF2Eur7559oV,"4,303,711","-12,477","6,278,709"
3324,AiNA THE END,5k7KS34gxQbzdQaXWSOVKC,"4,302,385","-11,827","5,167,081"
3325,ilyTOMMY,4XWaILHqySwH1y6LhlYcsb,"4,300,362","18,143","4,516,623"
3326,Lenine,4YLBdrR3DVSMncm785NH6C,"4,299,587","-3,601","4,943,705"
3327,Phillipa Soo,2OEGI2wrCVmvavKEOMlccy,"4,299,229","3,189","5,015,070"
3328,Voz De Mando,5sLCZx5RvQ1Cv6kguDLCLx,"4,296,671","12,878","4,296,671"
3329,Caroline Polachek,4Ge8xMJNwt6EEXOzVXju9a,"4,293,365","-5,179","8,864,126"
3330,James Newton Howard,2M4eNCvV3CJUswavkhAQg2,"4,292,790",-228,"5,275,556"
3331,Komal Chaudhary,3NDoCvXtQOPngtgRsqjcd3,"4,292,465","-12,725","4,872,207"
3332,Rupert Holmes,0TqIPD4IS1w4e30R38B3vj,"4,292,068","15,814","5,116,268"
3333,Naza,7xNYY1Zkb1vks5m9ATlJok,"4,291,903","-2,729","5,336,814"
3334,Jone Quest,6wcKDqJRY3TzbcdRKo6EiE,"4,290,364","6,678","4,501,884"
3335,Faith Hill,25NQNriVT2YbSW80ILRWJa,"4,290,225","27,488","8,012,674"
3336,TRXSHBXY,1lpPb0grX95giST5LLNOuJ,"4,289,677","-19,552","6,150,644"
3337,Sushin Shyam,1qFp8zDvsXyCsC5dqz8X4S,"4,287,867","-33,351","8,356,671"
3338,Ezra Collective,5BRAUN0yN8557PLRZIr02W,"4,287,828","-9,216","4,947,743"
3339,Mc Rd,6ugw7JCu0AG7txRcRAxU8d,"4,287,731","-3,981","6,015,740"
3340,Ä°brahim TatlÄ±ses,0gPgE6wLLiPnrakh9WcsdQ,"4,287,092",-11,"4,399,682"
3341,Oscar Ortiz,0FvHxb8a4I0A2i8jKCsFei,"4,287,021","1,347","13,802,790"
3342,Mc Magrinho,4JA9UvIYD3D5kL7utiGJMI,"4,285,304","-2,596","7,681,537"
3343,Dj Tchouzen,2nRKgPUikjmFOJ1UBmh8Fy,"4,284,834","-11,665","5,415,609"
3344,Los Diablitos,1f6CQnTy4FKDgLGzp6G2Wd,"4,284,592","8,490","4,668,707"
3345,Mattel,6HoB8dDlgkJJXl9tH1qBaY,"4,282,373","8,157","5,232,541"
3346,Amit Mishra,2LgKrgRJcbJlt14i1LTzDU,"4,281,935","-43,660","4,804,457"
3347,Trinidad Cardona,4wP1kxjUsc9IR4Iy2smL7o,"4,281,426","-4,611","4,711,650"
3348,Carole King,319yZVtYM9MBGqmSQnMyY6,"4,279,865","3,209","5,363,453"
3349,Mareux,7riQPkkGZBnTh9ve5qIhYo,"4,279,132","-1,337","5,801,197"
3350,DJ Antoine,6yTYR09WCvsgdnurDW4WQo,"4,277,547","30,404","4,748,815"
3351,Olamide,4ovtyvs7j1jSmwhkBGHqSr,"4,276,165","-4,298","5,896,484"
3352,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,"4,273,966","17,824","10,162,728"
3353,Loy Mendonsa,1KIKn2xA1mgC7uJTcS1hEU,"4,273,528","-22,519","4,762,496"
3354,Flowdan,07CimrZi5vs9iEao47TNQ4,"4,273,191","3,933","7,166,871"
3355,Dudy Oris,6YPfs6tdZXvnlzgZNU3SYT,"4,272,928","-37,966","9,199,936"
3356,2KE,2vPnS0IpayC2RVFuQA08R4,"4,271,616","-3,470","8,766,898"
3357,Bonez MC,1aS5tqEs9ci5P9KD9tZWa6,"4,271,424","5,203","5,487,431"
3358,Willie Gonzalez,2EIZodXJHserIu4pGNfD3Z,"4,269,489","-4,269","4,284,990"
3359,Jamby El Favo,128ftF9X7Kd7Di2fq3wYVs,"4,269,250","8,475","4,833,755"
3360,James Carter,5344K3N7rx7kw1HjO8psuq,"4,268,848",-204,"11,924,918"
3361,LUNxdiE,1k23djrShJgm3XQTMuzY1X,"4,267,022","-10,708","4,842,940"
3362,Mc Leozin,6mKwmTMzDrye9elc8JWiw3,"4,263,099","3,086","12,290,958"
3363,Fuego,7wU2WGCJ8HxkekHHE2QLul,"4,262,425","6,513","7,079,607"
3364,DELLAFUENTE,4bJh7sMPcVRiqe5jlnsWQV,"4,262,124","-6,275","6,400,723"
3365,RUSSI,4fbgLD2fbdRhL5bwUwPj4U,"4,261,634","59,589","4,261,634"
3366,Isadora Pompeo,0f59qYByNYzspwAr7huTSB,"4,261,315","2,267","6,605,248"
3367,Cordae,0huGjMyP507tBCARyzSkrv,"4,260,979",-213,"11,325,024"
3368,MotÃ¶rhead,1DFr97A9HnbV3SKTJFu62M,"4,260,669","1,405","5,261,821"
3369,Rednex,22Zqu1yyebVnbve8FxbJ2g,"4,259,505","-6,593","5,151,416"
3370,Big Mountain,0Jeckitay8SbvKwqAzWuYH,"4,258,139","26,628","8,318,725"
3371,Galy Galiano,2OSKh2JIKMr66DxByxhwzT,"4,257,028","14,171","4,257,028"
3372,RAMKY EN LOS CONTROLES,6jXFmaC0CvsIRSzxapsnNd,"4,256,996","-38,489","6,023,772"
3373,Los Caminantes,6ziEnj8UydSg8dr68C3aut,"4,256,831","15,516","4,269,480"
3374,Matisse,77aLk6J8ofnVxa1eXK9jiU,"4,255,454",871,"7,732,700"
3375,Astrid S,3AVfmawzu83sp94QW7CEGm,"4,255,356","-8,982","8,152,622"
3376,Benjamin Diamond,2XOvFG8pp1XAV1V6ZJABim,"4,255,053","54,495","5,814,145"
3377,IU,3HqSLMAZ3g3d5poNaI7GOU,"4,254,197","-3,409","8,805,240"
3378,Fred & FabrÃ­cio,37eYuWTOZtUG8PgFOsj9h8,"4,253,826","22,291","5,504,643"
3379,Diego Torres,0LALueHEQunQ2d61fXGeZh,"4,253,547","-3,330","5,662,724"
3380,gnash,3iri9nBFs9e4wN7PLIetAw,"4,252,257","-3,029","6,578,453"
3381,Element,053tL050frPJyo9lPXTUFb,"4,250,495","-23,843","5,007,540"
3382,Jin,5vV3bFXnN6D6N3Nj4xRvaV,"4,249,787","-10,565","9,963,265"
3383,NBSPLV,61TQfpvTjHYQjPrvtJPwVa,"4,248,373","-11,581","7,406,470"
3384,Jamie Miller,2LkkwxA19J8C52wPQl5bG6,"4,246,834","1,972","7,017,011"
3385,Henry Moodie,7hr9W3IjXcm3UlLY7guLk5,"4,243,560","-10,094","12,542,437"
3386,Mattyeux,3bFokK6zCab3bPwSjktEVF,"4,242,539","-5,586","5,020,999"
3387,JBS,6l8dHVPkuEFzpQjhCH4xXT,"4,241,396","21,383","4,967,675"
3388,VIZE,09agIJMxCD2k87ys9Al0f0,"4,239,781",522,"9,673,119"
3389,Palomo,27plYDXNJSOD084j39Lmlj,"4,239,228","18,382","4,606,679"
3390,Aaron Frazer,4dwDVC6lrMINxVBxETE1AB,"4,238,822","20,120","5,395,720"
3391,Sumangaly,0WpkyIAATl5W540KCSEUwX,"4,238,467","-35,987","4,707,641"
3392,Bishop Briggs,0yb46jwm7gqbZXVXZQ8Z1e,"4,237,962","-4,240","4,713,329"
3393,Flex,13VwGEitoK8J0qjNjbgeTN,"4,235,334","18,751","4,552,292"
3394,Salt-N-Pepa,7wqtxqI3eo7Gn1P7SpP6cQ,"4,235,101","3,647","5,034,078"
3395,The Drums,0p5axeJsbtTCXBrRVoKjwu,"4,233,067","21,925","4,426,870"
3396,Luiz Lins,0hWRVPGWjaXcEvg8l65Tx0,"4,232,903","17,132","4,623,449"
3397,Lazza,0jdNdfi4vAuVi7a6cPDFBM,"4,232,480","-12,239","7,325,144"
3398,DJ Gu,3Y4ODN6kIBNpQj6eWNT9xw,"4,231,078","127,114","4,231,078"
3399,Anand Bhaskar,4aykldlxvwj6cRQfhbfNMO,"4,230,826","-12,163","4,276,530"
3400,Billa Sonipat Ala,2meesqiC5l9NfNShrgP8Hf,"4,229,162","-2,276","4,691,548"
3401,FAST BOY,56Qz2XwGj7FxnNKrfkWjnb,"4,227,152","8,788","11,900,190"
3402,ANNA,7K80yOTC0Id95gRaOxDG5u,"4,226,459","-8,590","6,638,607"
3403,The Corrs,1VbWUxZTRNY2gw3qZ1tg9W,"4,225,161","30,886","4,225,161"
3404,Toshi Sabri,0Dr1dEmiBkgZWPsc1j5oHV,"4,224,746","-31,811","5,163,809"
3405,Ben BÃ¶hmer,5tDjiBYUsTqzd0RkTZxK7u,"4,224,475","8,523","5,130,111"
3406,Alceu ValenÃ§a,559vxOLTzlAv0zB77JMcdG,"4,223,134","10,092","4,970,298"
3407,Helsloot,6dC41opH96WjFwWhhAxBsS,"4,221,097","32,616","8,096,449"
3408,Viveka,5r80gH9ibGjUVSQrXD8W7Z,"4,216,569","-13,908","4,471,791"
3409,Dubdogz,4cdyqaBREB68H77QKCrKP1,"4,216,434","-3,697","5,919,508"
