artist_spotify_id,artist,country,followers,listeners
2SabhGDiBSyaM6QSuBUVqB,Noizy,Albania,892006,3300000
3oo88ul6DPnYZwZG4CZBTY,Butrint Imeri,Albania,479926,1500000
6Cej574CUx7dHKuRHBPNp0,Elvana Gjata,Albania,309870,648928
4hRijRWd1vh3JX68IyZpfH,Elgit Doda,Albania,95154,454246
3M9EMaTryR42e52Pz2HiV2,Xhensila,Albania,94553,401126
6QgoBfZ1Wh7Nn8n9J2skxI,Solo,Albania,119121,337800
69kFCyHDE14cRD1cctCCcd,Marin Hoxha,Albania,13914,311999
7HlXH3lEJtM1yO38Ghi20f,Redi Hasa,Albania,9434,295866
6oJgxdOelVr3JnOY9u3j9K,Ronela Hajati,Albania,20516,144480
4BGQ263PdhPoD46R8NagOD,Shkodra Elektronike,Albania,18381,128442
5bXGHYmmARo1ixC6mGHIge,Kanita,Albania,13358,107117
5RYe0PYK8hYEiGnasQoYdd,Arilena Ara,Albania,16543,62720
1hV3gbtU77osxNgFEuKq9h,Anxhela Peristeri,Albania,7640,55693
6Ou6egP0Y2KxEI2yobIN3y,Besa,Albania,8026,39952
0nRwbKRsrWuehEbJ8SBb2j,Klajdi Haruni,Albania,33420,22235
7MNzqFgEbudkIQ4t52i6JX,Mad Alien,Albania,4555,16724
4BbMckVLatE2GvqjG9XEo3,Bruno,Albania,16081,16463
1TcDsK9T2dSowe7cMbBnGZ,Equinoxx,Albania,3102,15978
2fj8PNyZffJVPCdmbFhabk,Tiri Gjoci,Albania,286,7541
0xaTkrfbVvc8hGXuANRu8X,Tedi Papavrami,Albania,1499,6345
6pLCGdsbqPzBUFG4ZmVxwc,Eugent Bushpepa,Albania,6161,6299
6M1w4iuCSgFOIGHQdEL6vc,Eneda Tarifa,Albania,1102,5375
6wXgwinI0qHdXuHPPFo7qA,Jonida Maliqi,Albania,3368,5216
3a9zumn47V7OsgQNvB2Ndv,Inva Mula,Albania,5250,4487
4SkpLorN1hUgPDz3kSRS7R,Juliana Pasha,Albania,2918,3531
5WOmRkzznF99740yfF47zp,Dr Flori,Albania,1119,2162
5S4NsVcYIEr5fB8iuSMLvv,Nikol Çabeli,Albania,892006,3300000
32n9cn8PuWeYZVxnU4QLZ3,ADRIANO,Albania,457,1522
7jzVYuoedB9TSP75fBZ9fw,Revolt Klan,Albania,223,997
6rkRmaM8xwWzTk7rIZybsw,Antidrroga,Albania,2521,940
3OqdcPN6RqMV35xPHdOTfk,Renis Gjoka,Albania,632,893
05uDLsj2ATJsm82RFcoR6x,Eda Zari,Albania,1295,316
05RhRDXGy45bFEgt6cce8o,Elio Deejay,Albania,256,308
0030YHdsXF2Y1f2DjWeWbX,Enxhi Nasufi,Albania,251,185
5kUxdxKWOZTu8X8FtQnVpj,Maringlen Çika,Albania,14,100
37BN0Xbf4BqTtktOtI9evK,Ester Zahiri,Albania,109,44
0OnOBzmwu2ju7NSNtFRnS1,Simbol,Albania,16,18
1ELHXWWA89PoA9sHWnXAqh,Lazeri Riviera,Albania,4,14
5tUOf3mmSp1hj61zz0vBNA,Voltan Prodani,Albania,18,10
1Xr5guv5FyQOCAYCjohlTx,Françesk Radi,Albania,892006,3300000
76KVAl8vGgQWikTz6xkRel,Blitz,Albania,8,2
7EvcVuQiwYFQ2ceev4h4zA,Erga Halilaj,Albania,892006,3300000
481cqMn2oBGCVyNO4wa2Ox,Jozefina Simoni,Albania,892006,3300000
2p7HdQNXxNahExtx8meTVL,Dilan Reka,Albania,892006,3300000
07VSYWDcXMmVByy68EkBKC,Xhesika Polo,Albania,892006,3300000
3WRPdi0gwRoBT8WXPAbOUI,Greek Polyphonic Group of Ghirokaster,Albania,892006,3300000
0oJWRgzEjxw3AossUwZuWQ,Luiz Ejlli,Albania,892006,3300000
3nGaUoqn80old38eS3KFAy,Sigi Bastri,Albania,892006,3300000
7D8ZrjxslXIO7JnVkc7EEH,Rezarta Smaja,Albania,892006,3300000
50gN6CinewE0G57GmplHdr,Adrian Lulgjuraj,Albania,892006,3300000
0GgY7hjMoGDsX8ZDe2mwds,Soolking,Algeria,6300000,6600000
28ztjHIXceRRntmTUfnmUX,Khaled,Algeria,1700000,2900000
5TvFfw1MgSntdU9A7yncyA,Dxrk ダーク,Algeria,557997,2000000
2aVPTWc4WYc7b384eatevF,Didine Canon 16,Algeria,1900000,587500
6vZXamchcIOKzC1c3Elp4J,Cheb Mami,Algeria,648419,436462
7EIEvxpeoLo0qpHFpSrxOr,RANDALL,Algeria,58440,320888
4YCfcWBdBH742iCKGHpsoI,Mohamed Lamine,Algeria,119491,308437
1KQ1687z0hWSabx0YswG54,Imarhan,Algeria,65853,269935
10EPr7TNgCwIWDgk9xvqzH,Raïna Raï,Algeria,158440,240084
1bwDpUYOmTBa0ddptcaRZh,Bakrou,Algeria,16368,231767
73LjFn4z6WTV7MevyPxrRc,Idir,Algeria,149981,218364
66OYzK2q18j4EVdMqRtf6L,Flenn,Algeria,1500000,218124
1F5NAWDKvoYJU3mEZQUFsB,Ahmed Malek,Algeria,44097,183996
4iCrZzxACYPYcoS71DgjWW,Bilal Sghir,Algeria,238859,170302
4HDgzUl8tuNZsn3WcH2Z39,Dj Souhil,Algeria,124201,124759
0nVvRWWnt2xwqy290TfVAd,Houssem Amari,Algeria,4488,84854
41pjPOVGlvetRYm4xx7bYw,Cheb Wahid,Algeria,189273,63575
0dpK0PxaiUvHQAsZDqxwoB,Boubekeur,Algeria,18991,56243
1PQR1mOLesI2wPJDXcyl7H,Tchikou 22,Algeria,163391,55290
6IayXElM5gfjgyWj9Ipbiu,Syc,Algeria,290755,49589
1b8QKXnA1e1CPFMosj8OMi,Atef,Algeria,2414,39880
50gVxrEzJu0FNgVRT8Hjj8,ILL-YES,Algeria,148255,16545
1RTVukXrK45mKMIVFFEMM0,Cheb i Sabbah,Algeria,27488,16437
2HYS6B9wPSQsF0gcsYSt5Y,Groupe MilanoYali,Algeria,6300000,6600000
1WQVYbL5egfD6ZsjMngxHt,Djmawi Africa,Algeria,16274,14035
0FYxyNHWzwS6ABl0LBUpma,Zohra,Algeria,2965,12836
1Awhic3Zjym5GgQ1vfkGTq,Safy Boutella,Algeria,1875,8776
4EgsEoNIcoxaroxnicMcJE,Hamid,Algeria,4785,6872
2YwWtaaaCMDirSz0qfxjE5,Mino Safy,Algeria,2205,5418
55VlMGHpIMkO5jIZz0IBND,Amel Brahim-Djelloul,Algeria,1728,4084
4L3AK3Il6bOtSbKqOCVMUw,Zina,Algeria,6300000,6600000
6PYVaCoSPDFGyH1DP1Ucgs,Chazil,Algeria,250,804
3SicmViYXYdR9HzBa5jTv7,ALI D,Algeria,91,719
20tGPhEDS7dFq8KWYUGiiW,Lelahell,Algeria,853,155
6i8UJTFt7UC9HbaMDMK3jd,Mirou Haddad,Algeria,13,83
4QUaXFillEWhN2ajnjBeip,Leila Moon,Algeria,6300000,6600000
2LmSHSeOXaYUp8Garq0Wgl,yknmsz,Algeria,918,23
0GyR46lPMTmE4yTpTQRwge,El Houda Karkabou Gnawa,Algeria,39,18
5Fn3FXzJjPDXw3Y08eY4HC,Aissa Michael,Algeria,22,6
6sO3L6cymhhDZDT7C8aZiS,Miydu,Algeria,44,6
2hoBTOjyNOKa6acaMwtgL6,TRIIIO GANG,Algeria,29,1
3A0S1Np7g9z8iMfWxrGKIV,Wamar,Algeria,6300000,6600000
6dH7NFKILBqoM0tDHCd5ro,Aïda Guéchoud,Algeria,6300000,6600000
6VaRoOxUjOOD6eXBduYFuT,Hamza el Hamri,Algeria,6300000,6600000
23VTqG2wFIL3Q1UNklnjzk,Rooflight,Algeria,6300000,6600000
41RJOF5tdFMmtyg5aEtWMJ,DJ Malvado,Angola,56409,1200000
10dzW1PpkEFPkeQSqvgXvw,Bonjr,Angola,83906,954920
1ts2oIXKCpWSRFnR78bulp,Anselmo Ralph,Angola,486408,653845
0I6bdBR4Q7uoc3HI1OgI8C,Bonga,Angola,138745,633866
0E0XPqa6BzxSkhmhvzA3k2,Matias Damásio,Angola,770901,462622
1CS75XxFYNouLuB55te4YO,Anderson Mário,Angola,402547,397515
5Qw3RHD3R95D98alngBJOZ,Yuri da Cunha,Angola,141704,202487
3POxlshfzeJs7SiHhl24ST,Ary,Angola,138618,176624
0o2CVefufFC0laiAQozokD,MOBBERS,Angola,288940,109218
13y1zLuj38wQ2HtSSMa13M,Paulo Flores,Angola,163102,107780
1oCj9jg6Vy4kaCrDpMLvg9,Kyaku Kyadaff,Angola,83428,94945
2lXUVHEPWMqeYtKXhb1tm9,Yola Semedo,Angola,176132,85722
2p7l0MAzxkEwRHgtCcLVFB,Sam Mangwana,Angola,50050,61751
4rRsJzI4T5Q7LhNDUVAXmN,Tennaz,Angola,221504,60983
3CgDThuyfOl91zIAzg8TX7,Elizio,Angola,20962,47969
2SY2GLnI0ba0yKuP9rb4Zs,King Defofera,Angola,14042,39480
4jYj5iBLdhRzXvEC1f0XGm,Yola Araújo,Angola,133134,35102
6fndolyUimclrN96l2IWdc,Big Nelo,Angola,32228,33977
7bSdfJqYQHXa3oKbNuY1Os,Toty Sa'Med,Angola,5556,25076
3Jbb0CKTNea0vdoBVrXaYk,DJ Satelite,Angola,2499,18558
6Z2vxHCAm6Uwsh1m1IgUhR,David Zé,Angola,14497,14484
0h9XF22w5V9GjuUlXmYrjy,O Trio,Angola,7639,13841
7nJFMR8IMackfWsYqSkXLP,Puto Prata,Angola,14194,12270
7mFSTNhatB9vilNcjMs3qx,Artur Nunes,Angola,10089,12043
3X9GK2b13dum3ZD4iSNSEC,Os Santiegos,Angola,7501,11006
0UFcspQ3mJJHtvaU43z460,ThinkChill,Angola,340,7316
70YZsVLcPguVLB0dYBuYfq,Dorivaldo Mix,Angola,711,6838
7sCU9OzEMAZ9mf23GFNL52,Dj Ritchelly,Angola,4630,6640
6IsFWHFEmSi9ZYnf7JYVLO,Aline Frazão,Angola,9444,6364
4poDd8SbMjbsMiHKRSKSpc,Duo Ouro Negro,Angola,3529,4267
24X47xkqHoUnvQXOpnZhGF,L'Vincy,Angola,721,2588
51gKqh6b90rygy9dGccRGr,Edmilson Laguetta,Angola,285,444
5RGwCGYvn5Wkg775hEaHpO,Lemouz,Angola,22,14
3VvLQNlbWU0WzDkrjq00gF,Tropa da Neve,Angola,10,11
7ESXFYCMvtv4NyIe6C37tU,Da'Rosa,Angola,3,3
31LjmF1QuNBpB2WjdByHzk,Big Clã Rappers,Angola,15,3
5FXYXKFyxFuz9UogLpsrc1,Pedro Fernando,Angola,80,2
0OxTOYQieXNpBRyEH6GeUB,David Russell,Angola,2,2
4WFVbQHBtzUwKuIXZZXk5c,Smith Jr,Angola,9,2
5zCbXUfVPXClA1uEvXxlnF,Young Dexyzin,Angola,34,2
70h9lh3puWJjHZGRlc8xDf,Sérgio Beatz,Angola,35,1
4UhJzQjK6Y3MGX3WO62orp,Márcio Dallas,Angola,56409,1200000
1PMkG34X9wdLGNqnGCJpRM,Rivas TrapKing,Angola,56409,1200000
2BQAxNmlHBoAzYl2aDj8GF,Diamond TDN,Angola,56409,1200000
4K2RnCbERIF7IP2cVqTYVw,Núrio Mugabe,Angola,56409,1200000
0tB5bFqRzYeysIQOmJMNEC,Bruno Dollar,Angola,56409,1200000
66KIzgoxxjHMgxCeXem2IB,Jony Skinny,Angola,56409,1200000
3Ptq0k9y1pjIoofxueA2op,Arclenes Neto,Angola,56409,1200000
2CSeuTXGlh0xhRoniHupad,Cláudio Killa,Angola,56409,1200000
1cK1G1ECNvDAqMAPAAjSXU,Zelma Lunga,Angola,56409,1200000
7uSjGQ6xkSdFZfeAOkbH2W,Fvcking Chubby,Angola,56409,1200000
716NhGYqD1jl2wI1Qkgq36,Bizarrap,Argentina,18500000,31800000
1DxLCyH42yaHKGK3cl5bvG,Maria Becerra,Argentina,8600000,17400000
19HM5j0ULGSmEoRcrSe5x3,Milo j,Argentina,10700000,16800000
3vQ0GE3mI0dAaxIMYe5g7z,Paulo Londra,Argentina,27200000,15600000
2UZIAOlrnyZmyzt1nuXr9y,Nicki Nicole,Argentina,9000000,15200000
1bAftSH8umNcGZ0uyV7LMg,Duki,Argentina,13600000,14400000
0AqlFI0tz2DsEoJlKSIiT9,Emilia,Argentina,5600000,14300000
5Y3MV9DZ0d87NnVm56qSY1,Tiago PZK,Argentina,6000000,14300000
4TK1gDgb7QKoPFlzRrBRgR,Los Enanitos Verdes,Argentina,5500000,13600000
2x7PC78TmgqpEIjaGAZ0Oz,Trueno,Argentina,10100000,13300000
7An4yvF7hDYDolN4m5zKBp,Soda Stereo,Argentina,10300000,12900000
6w3SkAHYPsQ1bxV7VDlG5y,Cazzu,Argentina,8200000,11400000
2eEmsgWmUFMbtU7agJpnjY,Miranda!,Argentina,2500000,11100000
4m6ubhNsdwF4psNf3R8kwR,KHEA,Argentina,6300000,10900000
4kcQWQDK0u9AftVSpdrAgk,Luck Ra,Argentina,3200000,9900000
1aw0Cdl1DIrtUrUA6fGbAR,Dread Mar I,Argentina,3100000,9300000
6qhOH2mrlqUDod9sWA5kR2,Leo Dan,Argentina,4500000,8400000
4RWJOoYwgF978LOn8Fainp,Yami Safdie,Argentina,636818,8400000
5szJHKg5xeUlQ9pTqzdpic,Taiu,Argentina,131764,8300000
06Q5VlSAku57lFzyME3HrM,Ke Personajes,Argentina,4600000,8100000
3tAICgiSR5PfYY4B8qsoAU,Andrés Calamaro,Argentina,2900000,7900000
3HrbmsYpKjWH1lzhad7alj,Los Auténticos Decadentes,Argentina,2500000,7600000
1vqR17Iv8VFdzure1TAXEq,LIT killah,Argentina,6500000,6900000
1FxPMQ9A0882eNDx3ZkD6B,La T y La M,Argentina,1500000,6800000
5xIOUIBQhGFX7HIj8lhdyU,Omar Varela,Argentina,136521,6600000
60XHOAhvEBiV6BGBOv8ClM,La Joaqui,Argentina,2400000,6300000
2OhUNb01gLwygOizYvTm0e,Big One,Argentina,926255,6100000
5TP8Ubo4jLKEi4Mw2O8fAk,BM,Argentina,1200000,6000000
0dUyjgCyjfj5eMx6bX2TWf,FMK,Argentina,1700000,5900000
60nua3AsVSfADZtg5Hdz3W,La Mosca,Argentina,762713,5600000
1QOmebWGB6FdFtW7Bo3F0W,Gustavo Cerati,Argentina,5700000,5500000
2FS22haX3FYbyOsUAkuYqZ,Los Fabulosos Cadillacs,Argentina,3400000,5200000
2F9pvj94b52wGKs0OqiNi2,Babasonicos,Argentina,1800000,5100000
3Apb2lGmGJaBmr0TTBJvIZ,Rusherking,Argentina,1900000,4800000
1wKDGglKV4FsFS85r2Dmpr,Airbag,Argentina,1700000,4800000
0CBKUzrf6yGdTgxAQbUUHS,Rafaga,Argentina,725723,4700000
5VQCk9RiLwri99OgOT34kq,Vilma Palma e Vampiros,Argentina,2200000,4500000
0LALueHEQunQ2d61fXGeZh,Diego Torres,Argentina,2400000,4500000
6HTUcOExehqydqa7C3usAa,Abel Pintos,Argentina,3800000,4400000
6ZZ2DeepA3GpoGU4KwqSlU,Luciano Pereyra,Argentina,2400000,4200000
632M26jlmnCrL8CqD5i7Kd,Rata Blanca,Argentina,1500000,4200000
5R3NywPPOyhLfdvutgg0me,Los Abuelos De La Nada,Argentina,928035,4100000
6GRwwWAtmusrgAL5JF9Dfr,Callejero Fino,Argentina,2000000,4100000
2qWK8K2Jfh67UqtwY8tCW6,YSY A,Argentina,3900000,4000000
7fT2Me47PQ8T7954PKrcwR,Bhavi,Argentina,1700000,4000000
1OUDQLymoysITxprkd0Qvj,Coti,Argentina,325516,3800000
4puAp107dCehraE47QXVQX,C.R.O,Argentina,2700000,3800000
1QZuAtDYNrk2QMogJulsyq,Karina,Argentina,939197,3800000
7FnZWGw9lwOr7WzieTKEPR,Los Pericos,Argentina,1400000,3700000
4YYxffPVDFe9XoqqbRW6Bq,L-Gante,Argentina,2400000,3600000
3ghRXw2nUEH2THaL82hw8R,La K'onga,Argentina,3300000,3600000
48R2gYdPKtfnfKAzhSVPUx,Migrantes,Argentina,542121,3600000
5YCc6xS5Gpj3EkaYGdjyNK,WOS,Argentina,4800000,3500000
5CA5IqbsFr4hpNLdjgO0BU,DJ Tao,Argentina,866005,3500000
6oMRQ5H3A2XA5I3RG3leni,Alan Gomez,Argentina,1200000,3500000
3WMlRpW5JWuDI95TcEWt3r,Salastkbron,Argentina,840881,3400000
37MCoi4pcUf9EKsPXeuCqU,Tan Bionica,Argentina,1400000,3300000
2Jb9jVnCpWkXtoGznFJ6bF,ECKO,Argentina,1400000,3300000
2ST5XwWB4uXGKk2NXP8DUI,Los Cafres,Argentina,1500000,3300000
78sEozQOEJxzXegUuqRSgH,Daniel Barenboim,Argentina,160756,3200000
25THA9HUHoxpCT4LBp7UsZ,Vicentico,Argentina,1700000,3100000
3YeBTR1Q1rUxKguz4jP6UV,Damas Gratis,Argentina,2100000,3100000
6byQKddO1b34lXC2ZEjehQ,Patricio Rey y sus Redonditos de Ricota,Argentina,2400000,3100000
22P1OY4TRFRwhP0q29loQ8,Lali,Argentina,2200000,3000000
13wFTN72PGSUxzEHJP5Ljs,Los Caligaris,Argentina,1300000,3000000
4IG1SDlwgNKzqTmjBrvY3K,Rei,Argentina,822610,3000000
7E7CVSqFdLyh0K4AE9uTMo,Pimpinela,Argentina,2400000,3000000
2BTS8Np1YzPQuXjgdlqsBB,Emanero,Argentina,817674,2900000
2VSRhqonKsL7KRAIk8SMmt,Daniela Spalla,Argentina,246810,2900000
1E7NoA5YJu5N0XEm6ojotR,El Payaso Plim Plim,Argentina,378956,2800000
6LZA6PhNCwUfHzqfpN1nYL,Angela Torres,Argentina,308379,2800000
2UqRkW2wfEkZmyvKyTTv2W,Ulises Bueno,Argentina,2100000,2800000
01m2XZ7m7rAz6KY3scTdaV,Neo Pistea,Argentina,1600000,2800000
3jO7X5KupvwmWTHGtHgcgo,Charly García,Argentina,2200000,2700000
4VgvR7eu3k2T20mo6mXhXF,Intoxicados,Argentina,1400000,2600000
3tzacGOmngxUV8W8lU9h3Q,La Delio Valdez,Argentina,567141,2600000
6MxyNXnnmwQwdW2PD0gXYO,Bersuit Vergarabat,Argentina,1000000,2500000
6EMoWayH9WulC8F8b6m3BH,El Reino Infantil,Argentina,542754,2500000
0K59Fm1y7s3j498ueS4qzY,Soledad,Argentina,852383,2500000
0SnyKkoyBaB2fG8IJH4xmU,Los Piojos,Argentina,1700000,2500000
5Rj6rNR8zIlUUDCs1OyPmW,MYA,Argentina,804776,2400000
2Eo4Yaukt9d6dnZrY5hQKi,Ciro y los Persas,Argentina,1400000,2300000
0Zncosr79q01riJYbSBNA1,Turf,Argentina,445599,2300000
4cJD9t5QBFTUQcd3xfbOb2,Dillom,Argentina,1000000,2200000
2HvyR5FsU37QMqVzIbGwl7,Mercedes Sosa,Argentina,1200000,2200000
4C29ETLBPmYKYwtJUepbJz,Seven Kayne,Argentina,1500000,2200000
2osoVujXgV0PA8lhqDKYFw,Callejeros,Argentina,2400000,2100000
4W3fa7tiXGVXl3KilbACqt,Gustavo Santaolalla,Argentina,406986,2100000
7wTu5u7W3kc9Id5JAvSAFV,Viejas Locas,Argentina,1200000,2000000
7JWJRzjFr2Qt5yB9ondmoq,Leonardo Favio,Argentina,1700000,2000000
0G7A5LzQAs2egiQl7hO5tV,Virus,Argentina,585509,1900000
0Xo4VFS3v07L0GwIVkZLfg,Homer El Mero Mero,Argentina,531567,1900000
6Nl4VXcX86fBMO4YE6oYfN,Asan,Argentina,279100,1900000
1cLDC1abeY1jIY5AX2Rtbx,Franky Style,Argentina,561265,1800000
71FVpPyLHxYTn3CfUOJq7f,King Clave,Argentina,311779,1800000
1Qv4E1VgZOGnOYd99Kp5Bs,Las Pelotas,Argentina,786287,1700000
1SykQGBiBwkQ1fcGpJ1BJt,Los Tipitos,Argentina,634882,1700000
6Q6qTNC2rAegcR5QjzcRgE,Gilda,Argentina,1000000,1700000
0wn2qDKzeFlhjRUtJAwJjp,Bandalos Chinos,Argentina,466320,1700000
1MuQ2m2tg7naeRGAOxYZer,Luis Alberto Spinetta,Argentina,1200000,1700000
6Nm62oNQCdPxVoiQtFSksF,Estelares,Argentina,570592,1700000
30fEdZPXgWfC4sNttcyB3C,La Renga,Argentina,1900000,1600000
58UPAlQ4MRWEDLhfdP4VcN,Nene Malo,Argentina,200906,1600000
2to8xMgnoxHCXPF7eWJPvg,Nestor En Bloque,Argentina,636069,1600000
5Q2fyL2TcdUY9IqKTkGk5G,Bardero$,Argentina,1100000,1500000
0D5U7oXEE4dut2DPyUDLca,Las Pastillas del Abuelo,Argentina,1500000,1500000
3ou3XMRNmyDSy6gnC1bSgN,TAICHU,Argentina,180831,1500000
5rI6C5mJm6GYXbGHhpHTu9,Attaque 77,Argentina,666122,1500000
79R7PUc6T6j09G8mJzNml2,Conociendo Rusia,Argentina,320512,1500000
1GlOpg3dPUft550esb82K3,Chaqueño Palavecino,Argentina,637865,1500000
6ZIgPKHzpcswB8zh7sRIhx,Divididos,Argentina,1200000,1400000
66MvLAvLznk5UOvASVGjk4,Martha Argerich,Argentina,183887,1400000
13KeE3TnUrYh367HJu0sMx,Mario Luis,Argentina,676236,1400000
02Nbktg6lCJiazPM6YYTMz,Miguel Mateos,Argentina,725658,1400000
1cj1ov4uZ0Htsx9PWDpNvi,El Zar,Argentina,131296,1300000
6UeIDlkYcSRGg4aLX1d4TN,Natalia Doco,Argentina,121439,1300000
4DuhYdfd2jHMdaqYVYZp04,Mancha De Rolando,Argentina,343344,1300000
276SjaOhqPfWqk3eDTDrz3,El Simbolo,Argentina,44525,1300000
2ydE5oBt6cwsDxH1TpIFmO,Los Nocheros,Argentina,624567,1300000
1dJfjAj2mnpKrGm8ldBjNG,Agrupación Marilyn,Argentina,398900,1300000
4jCduxx9HzFKS0RrRAtVXD,Palito Ortega,Argentina,773294,1200000
2d5lQo9YQ1DkAsBKTRp7Iu,Karen Souza,Argentina,214604,1200000
5srsgtoePlsp0eQIXmta1O,Sandro,Argentina,888356,1200000
6mkRgafSHF30Dr2wEch4YU,ONIRIA,Argentina,68942,1200000
3XBw8ImFEo86mEB2dYh0vS,Zoe Gotusso,Argentina,204216,1200000
21o0KNjooi1XjygW6V70NM,GIT,Argentina,329166,1200000
6OO01j5rLKCyPg4i3FuzIT,Árbol,Argentina,359132,1200000
2FFrhWZS9vJsh2UvxYPRr6,Pedro Aznar,Argentina,400112,1200000
0Dy32zfSrQ332Bz8wsthKJ,La Beriso,Argentina,1900000,1200000
1OBizG9nrnHJkrL9NjnWYN,Lucho SSJ,Argentina,555355,1200000
2cdoH2XFAhj0LlSo4P2fJJ,Alejo Isakk,Argentina,975414,1100000
0niAkxgT6y57bRbT0Ge94z,LiL CaKe,Argentina,187952,1100000
6jRUKVZllu1wtgXHbqvUmT,El Kuelgue,Argentina,382083,1100000
3TINnlLcMBQA88OoalsvYR,Los Pibes Chorros,Argentina,511361,1100000
5rLsN2LxYaEPLa1N7I2mPB,El Mató a un Policía Motorizado,Argentina,511884,1100000
6ESkuwldylZr39AIAPC63J,Alejandro Lerner,Argentina,404066,1100000
6CrQKZeuSKNYgrE7PeYqJ1,Serú Girán,Argentina,749663,1000000
3ucYybVr1mTuB04HtoBDCc,El Polaco,Argentina,599556,1000000
64DFKvGarD5nmkfaIiiakf,La Mona Jimenez,Argentina,310249,1000000
5kfMU816qY0ujqEt3xIHqR,DT.Bilardo,Argentina,69942,1000000
14lvrkdaXxggonwjKZpePM,Chano,Argentina,351188,1000000
4She1focTkX0pwpJUtS5eo,Banda XXI,Argentina,817095,996943
059ysTnWcrm4yFwTr0NDjc,Catupecu Machu,Argentina,590859,996316
5UI7HXsBEfRSsf0T4t48Q9,Peces Raros,Argentina,109946,995744
63xFjf6Ww22O5gHrBP79G9,Marcela Morelo,Argentina,108182,982092
03ZdCrkA0RaY3tslOLbSTl,Paula Prieto,Argentina,51693,980102
3wsYquQ9CiMlYG54BUR2ff,ZARAMAY,Argentina,268656,979923
49ynGmq4dpplOn1Rsiejfp,Indios,Argentina,201486,972112
29rvPhemBdOLYdLr2xI8dr,Six Sex,Argentina,106836,961456
3Pc0Gebx1aAAJlZh3zysmI,Emmanuel Horvilleur,Argentina,148523,919288
6Cv7YpJ01y71mdgm4szmU2,Los Totora,Argentina,292812,917079
55n0yLUMpJbCd20oPNRbo6,The Sacados,Argentina,191654,901280
4DpQLwz0jhUU7wuT9phTlD,Sarah Menescal,Argentina,68383,883447
2mvVgc0UMgFwXGktcNmA6l,Elenco de Soy Luna,Argentina,1200000,882615
1hE5imhaIrCEKoHLHW9aCO,Silvestre y La Naranja,Argentina,137245,864445
10AzTrYMPVVmpKoBP5bX9W,Sumo,Argentina,454950,863398
4D2d63igYEdzhzFnxrSow7,Frijo,Argentina,788900,860941
5P57GCRyvU7ln5GwNXU8ku,La Franela,Argentina,148454,825753
5fVtUielMhdztOA34ArB6c,Ratones Paranoicos,Argentina,471692,816955
2wjmZuSHtRx96Qxb8HiP2o,Guasones,Argentina,551593,798554
0W1EfnztQTHuv03MuMzWPe,Nonpalidece,Argentina,374439,787075
1Y99HOeRzRc27my6NJE3rE,Natalie Perez,Argentina,249464,754324
3E7NGbzUGlOjgYY8nvtijR,Paco Amoroso,Argentina,276368,750423
6Iv9dXeKX45ff7qe0LDuFW,Los Caballeros De La Quema,Argentina,436665,750223
5iDqEobZRSTiBSAk6jLp4A,Oscu,Argentina,480218,742608
4frBEXn8nhWzOVwfCSpuYB,Fer Palacio,Argentina,1700000,742504
68NOjWuVYBRXzYwhel3jAl,SIAMES,Argentina,289280,738656
3ruk44IzmsPppwo7VOknwZ,Dalila,Argentina,864815,734993
3q1NXsv9XypOUCJfEatXH9,Pescado Rabioso,Argentina,588673,730910
4IjHltwoSKbUeZLPeULyDe,Nahuel Pennisi,Argentina,166522,727067
1db5TWniHR7iqwXer7AiQ2,Pappo,Argentina,456669,726860
0d2A861NEFqVpEogrYewVJ,Miguel Alejandro,Argentina,106052,723817
05Q9xndTxhXhD5trpmTtfU,Carlos Gardel,Argentina,249106,718766
5l4GdLELvdnXZVT5g947i3,LOUTA,Argentina,275431,713494
1qoJTYkRvsRJMTOxnUnpNW,Papichamp,Argentina,278224,694641
348pk4o3EhKmsSahzuClSf,CA7RIEL,Argentina,284491,692408
2PFG7Z9o7dUTCCVAuzZYJS,Grupo Play,Argentina,144400,690751
7qjoG7bwhAjSd7nJTcjgAk,Kevin Johansen,Argentina,394347,686241
7hGn723vyvcAFCiJsv9Yoi,Pequeño Pez,Argentina,62227,671274
0Iww53p8UY2oYtQhfzsSY9,Alberto Cortez,Argentina,382768,670088
66lf5bQo2BIEue1pxfgxQS,John C,Argentina,224319,667179
27Yc5RzJf27tJfqezJnHY1,Agapornis,Argentina,277418,658536
1ldpEB62bhHdKBLnaYYLvs,Santiago Motorizado,Argentina,68267,651128
2Rc3Tb5XUPF1YlnQwuPgjg,Illya Kuryaki & The Valderramas,Argentina,318237,646938
5yoimVE1rbc3kAx4uwr7eq,León Gieco,Argentina,315400,646312
5R6YR0pasdxlynyq0Abq7x,Fabiana Cantilo,Argentina,473073,644970
5pg9cOudU7ezj3FnUABgu6,NAFTA,Argentina,200283,638695
3tFvFDca4inwWMY5vupFbX,The Cooltrane Quartet,Argentina,60032,638167
7CSpCpNGTK9589bTi44SzE,BANDIDO,Argentina,146480,632803
3Nk2mAv4k4ZOzrP5tpXL2G,CLUB HATS,Argentina,40246,610224
1Tx3YSK3DFC4cYHXqOUb2u,Raul Di Blasio,Argentina,142281,598163
0bslv0fksKPyiH3LQqHagi,Zell,Argentina,87906,594286
3QchzUOTSCKWmaRGEEiuir,Saramalacara,Argentina,311179,584669
6WVAHhEnELJ0NI11yZu9j1,Nico Mattioli,Argentina,79547,575478
5m9vITkrXG8sov2qittAfI,Candu DomÍnguez,Argentina,27323,564446
