rank,artist,spotify_id,listeners,daily_change_listeners,peak_listeners
7172,CPM 22,2Jw4Lrfjnyv2QsDoBgnrAP,2050876,9274,2232747
7173,La Fiera de Ojinaga,6qm0DFounuQWwu6IF0ZGH2,2050780,-5864,3084343
7174,Imago,6MXu7TWZnmykwkXiRJeUMh,2050448,451,2050724
7175,Zehr Vibe,48cVwD5hffidwvlxLCc2pm,2050332,7032,2177715
7176,Layton Greene,02ZtVIjKL1PYLlMmP1sz0h,2050178,-934,2112945
7177,Prod Gomes,2OykwFvrdokATKdUQPGAFA,2050038,-17734,3257470
7178,Sardar Khehra,3YhEUyspZuU7pfEzmpFCsP,2050029,-22443,2370393
7179,Kotim,210Sy1oGhvPu929TKoSVcN,2049952,-5082,8320344
7180,GroÃstadtEngel,5h2WkXswHLkZe60EEf3eiG,2049602,-11011,2089500
7181,Darius,5vfEaoOBcK0Lzr07WN8KaK,2049546,-5446,2159045
7182,Dilip Sen- Sameer Sen,3oEJM6BrpycUL5L8J5YXL5,2049488,-14430,2142785
7183,treamiboii,4jsmk00NuPR1FfXqUCF1ac,2049225,-1243,2973767
7184,Davi Sacer,6z6iovCkrGvBsRsLOrFbdx,2049140,616,2322100
7185,Shail Hada,73oabrcxZFkgjgeJBP5uJC,2048947,-12241,2836950
7186,Gaurav Chatterji,2yC22iFmcNBOfauIctRvPT,2048041,-21072,3223102
7187,John Waite,2TPyCsRoh2tjeZLTQ2ojlj,2047963,-4338,2322976
7188,Nandini Srikar,3oinJWo0iD7MVnojA8R8WP,2047750,-15436,2303008
7189,Gourov-Roshin,65nLHsd1qvpjrzK4pGbEpC,2046971,-16916,2303456
7190,Assassin's Creed,5ct8AlcDgWMp4O25vbcjpC,2046733,-805,3895728
7191,Christine D'Clario,6JaSyvyg28SHC0Of8YE6M9,2046661,1710,2046661
7192,Fadel Chaker,1LljnS3oumQ36wdBhkPKrs,2046231,-19681,2415705
7193,Slowboy,65FHTCI8EmW94W0TdWb8ja,2045726,-5212,6864811
7194,Siddharth Basrur,6PtoffEX0RiktNdmCeuWkl,2045499,-2701,4131891
7195,Jagirdar RV,0jwEjjVUUOLop2Nhnoh16H,2045087,-13468,2155013
7196,NONT TANONT,6chmC6o0wvACYVGTITw3Pz,2044954,-9785,2479130
7197,Metro Station,7vXwfZyDp3spzIVNXDaTPN,2044887,8332,2460833
7198,10CM,6zn0ihyAApAYV51zpXxdEp,2044645,-1937,4861241
7199,Caracol TelevisiÃ³n,6Rk6tAhO16QKZZtYFrHMbm,2043915,2028,2043915
7200,Gary Allan,37W8SKV5Vc8lcGtdyWCA5m,2043569,6730,2086017
7201,Duck Sauce,0q8J3Yj810t5cpAYEJ7gxt,2043465,6283,2287951
7202,The City of Prague Philharmonic Orchestra,2oQJQUIpJFFnfKvHJA0xBu,2043337,-4339,4416362
7203,Pilli Bebek,63RFns47gk00mnHIQ8zTR1,2043264,-4570,2120404
7204,Gabriella Pizzolo,7FZcgLmT7hkZWlODqmOFNo,2042949,-27106,4028365
7205,Leo Stannard,37fzXndf2fxVrk7qarhyo0,2042269,-12644,4123548
7206,Sushila Takhar,132fcFMFNrJ1gDX8kEoJfb,2042125,-12709,2119693
7207,Tamer Ashour,5rCq30EbJ3DfZPKybGZj8F,2042067,-23126,2666182
7208,Slimane,4OV6uYSnHxSYkjDYuBVBUz,2041906,-22,6496564
7209,Watan Sahi,60AHsnenfij85IExxs2456,2041682,-15727,2362392
7210,Ndarboy Genk,7FHGSpmUoIkL2hG6T0qvrJ,2041617,4003,2355443
7211,MC Mari,2AdUWxNm17kkGZiPGuorth,2040279,-2690,3087206
7212,Nil Moliner,6X8uzem5Dbl4l2so4CeexD,2038760,777,2526035
7213,IVOXYGEN,6K9KevAu0cpln7xOsM3Wkm,2038553,-4595,3192238
7214,Fana Hues,4yJHrytMK7mqtKsXVGaBNg,2038415,-4763,4102530
7215,Ziggy Marley,0o0rlxlC3ApLWsxFkUjMXc,2038265,16985,2173266
7216,IrmÃ£o LÃ¡zaro,7APCyvMzp0tcZljed0lpJG,2038201,-3860,2042061
7217,Ray J,6gbGGM0E8Q1hE511psqxL0,2037799,255,2116631
7218,Dimension,1QMgre3BHX161ZHtWMUu6S,2037670,1950,2797105
7219,sanah,0TMvoNR0AIJV138mHY6jdE,2037462,-2907,2708522
7220,Rico Nasty,2OaHYHb2XcFPvqL3VsyPzU,2037450,-1961,3383948
7221,goddard.,3yDDYheQFqfhKZXdjFQuuP,2036815,-2467,4431176
7222,Triz,4ACGdFl6mPI3lntaYef1gc,2036767,2042,9001344
7223,Miki Malang,5vGjn7KpA1qJNuy2Ez9yRM,2036645,-5775,2189286
7224,Anoushka Shankar,6MTByljF8u5omBltY2VKPU,2036438,-30787,3804522
7225,Cam'ron,7iMvwE8qANp3aIfAGKEAwS,2036186,5987,2754870
7226,MC Kekel,2ZXnTEyYopSLCDiz5Z0XIf,2036052,719,2262807
7227,S. P. Sailaja,0w1zspBrCXnMx8CcB1WR31,2035464,-10243,2261649
7228,TuÄÃ§e Kandemir,50z4meqYMvVCXEv2jDneDN,2035307,-4730,4204693
7229,The Waterboys,5TnuP42pw475UrjjeabtwZ,2034828,7292,2848419
7230,Big Wild,0PxzGnCYBpSuaI49OR94cA,2034826,5530,2787566
7231,Wolf Parade,0XSqX2PB3C5dTMv7SZaxSm,2034667,2680,2034667
7232,Randy Houser,56x8mYvS3cyDGAi8N2FxbB,2034606,6958,3469452
7233,Seth Sands,1EcwJ494z7gVanrsuDjNs8,2034059,275,2034059
7234,STM,31wcwYyqQIfZCtIzCY3R53,2033496,915,4144528
7235,The Chordettes,62GnBjssWSXBlKvQohT2Bk,2032994,-10273,3582502
7236,Hayley Kiyoko,3LjhVl7GzYsza1biQjTpaN,2032846,5957,3680608
7237,Ramsey,1se3w7gpZkwcJYgHSPDoQ8,2032843,-2407,3338712
7238,Moloko,4aaBjq7VqqQvpSF69GglvO,2032835,4820,2247137
7239,Living,2miffAnnUvKSyB9ykA2su9,2032834,-6083,2052376
7240,GORDÃO DO PC,34BnNmWVguXa3CigvfHJHS,2032479,-4817,6986646
7241,Chicane,5GxyeQagayzZOg4UwffQlD,2032426,-3299,2162680
7242,Elmiene,2CLclpIC43fLzsYq6LQvlL,2032202,-1123,2129034
7243,Satya Yamini,1GcAgSs5t6sadg2O8efjEu,2030238,-6483,2757488
7244,Gigantes,6IRQqK4ODeABKC4kLRoiHe,2029901,1912,2345565
7245,ALI,2Qqrew4ZcEwf9NY7UqWGfU,2028860,120,2036182
7246,Nadson O Ferinha,7KdmibNmW5J0q5YtGnJqQ8,2027634,6611,6982128
7247,Uma Devi,2GOvdhofeVQ9pVgHP4K4vo,2027598,240,2422966
7248,Flor Alvarez,3R8XhCi6bUcoR1CJx2XASa,2027469,-9951,3218614
7249,GReeeeN,14T8NkbwXVZgbOvwnuGV89,2027101,15188,2027101
7250,Silverchair,4iudEcmuPlYNdbP3e1bdn1,2026017,3023,2419926
7251,D Double E,6bwkMlweHsBCpI2a0C5nnN,2025985,-1018,2108306
7252,Al Stewart,0DW7boyjvbaSP3OJ72sXgC,2025940,2131,2029005
7253,Amerie,08rMCq2ek1YjdDBsCPVH2s,2024826,191,3229653
7254,Rajesh Krishnan,0ZnBmsYz6ImvXdfUglJEWA,2024738,-2696,2027434
7255,Knucks,6W4vm8P3JFQboO4cvHeqaa,2024587,-3036,3982198
7256,Preston Harris,7bHa4QW7xGwlDTHmmIvLV8,2024538,-1850,3635088
7257,Gregory Isaacs,6QHu71f8LLeT8n0GzfbYFc,2024359,12916,2170003
7258,Grupo Klaz Y Keroz,2qGvIoLAh7vSsUWSNOi3pC,2023480,-3477,2097683
7259,Tanveer Evan,4OUraoZcwg1SsMHFjuaajw,2023288,-16474,2417275
7260,OsamaSon,0uj6QiPsPfK8ywLC7uwBE1,2023264,7946,2109578
7261,Wazir Patar,3bCfmBmsKvp4UXialp6xNZ,2022815,-6294,4370937
7262,DrefQuila,5pughe5rcsOq3GF0utMOs5,2022792,-2662,4533761
7263,Peach Pit,6fC2AcsQtd9h4BWELbbire,2022691,-3075,2612014
7264,Daniel Bedingfield,11hIqBsGRPztdjBHCSLClX,2021350,474,2259813
7265,TK from Ling tosite sigure,3B9O5mYYw89fFXkwKh7jCS,2020881,-1462,2241667
7266,Madism,5UUdxfBMwm0hLlLgnZtBFv,2020586,-522,6536394
7267,joki,1jk1F3dSUQFcHCfbXpuQ5D,2020428,1865,4623209
7268,Grupo Libra,7A0dBf6Uyh5G1rW7Rh84Dt,2019219,-1508,2020727
7269,Sleezy O,4lKCm9X9aPxuejrckz6b4n,2018931,-12586,2312148
7270,Kyle Dixon & Michael Stein,00oL7zWxmWveTsKF7DnIRd,2018411,-17800,4350582
7271,Fukaj,3bS0MLzGAoO6lLUy7gguHY,2017908,2238,2167456
7272,Fukra Insaan,5lnhW14tZrH3kUMI4kvVy5,2017875,16456,2017875
7273,Novelbright,0jWCX6zp4RjWrmZRxJ2uri,2017275,7551,2221954
7274,Queen Naija,3nViOFa3kZW8OMSNOzwr98,2017254,527,3489882
7275,Roupa Nova,2poCUrtJvVVgfA2hgri1IS,2017148,1787,2971588
7276,Laqshay Kapoor,5M4WmRBIQBWlBflNZj7BTG,2016834,-12822,3324282
7277,King Princess,6beUvFUlKliUYJdLOXNj9C,2016771,-2127,5854160
7278,Tarro,0SXgKLNtpIrH29F1vMRWzj,2016492,2911,2774858
7279,Mavi,3BVPc9s4JXzM6O1InlLxED,2015950,3258,3951363
7280,Secos & Molhados,4EKJxXaAZapG14Q5FTZoxm,2015454,-3077,2254144
7281,CityAlight,4UNta2jPQJ844nyw1bsyPg,2014986,-1803,2233073
7282,DJ Gomes Original,3nfX35AmNNFGx6Tu9WCW5r,2014896,-16766,3216348
7283,LeoZera,54x7oKoInjIgCDHUkgyPtu,2014826,-2195,3951911
7284,Catch Your Breath,2fqPOGxG12nEERj8YG7p22,2014397,1237,2502262
7285,Asan,6Nl4VXcX86fBMO4YE6oYfN,2013638,-2229,2962660
7286,MUNA,6xdRb2GypJ7DqnWAI2mHGn,2013528,16924,2627627
7287,Technoboy,37jL2LnGjAkadOCszr8v7C,2013375,-4626,2160031
7288,Evan Rachel Wood,3MyB0MyKec3Jq0AH2llk7v,2013277,1875,2074156
7289,sweetiele,7HW7euBVtNogyNZMxGXFmU,2012902,-10712,2049900
7290,Al Bano And Romina Power,1c0wBsDBu0NqpvxBqjYjZS,2012839,17247,2609525
7291,Enur,1BQaZSq1KsLOZGzjG5QxRC,2012611,9574,2068063
7292,&friends,0Z7zcsIphrPDnfZj9Ppqw0,2012452,-2765,3215328
7293,CORPSE,7yntSJ6uojO3z6GFUVwhAW,2012450,1143,4554954
7294,Nino Bravo,03zz3zpyV15ZGw1cgjZ7tj,2012448,3129,2131384
7295,Ron Likhari,3HtPdSP2gc9CkXVysXsRQS,2011715,-6470,2165235
7296,LÃ©o Casa 1,5CLH6SMhWas8Ed7W9YZjJD,2011589,4745,2183489
7297,MC K.K,6TtI28JVtV3RufOCwLvHod,2011431,4441,6157330
7298,The Japanese House,3IunaFjvNKj98JW89JYv9u,2011145,2435,4477663
7299,Sangeetha Rajeshwaran,3uPBCzgRgmrixCHofVvBSZ,2010795,-15117,2471945
7300,Luh Tyler,1K15GRZZATsCJyGJ4bYiEz,2010619,23782,3622128
7301,Rass,3rDMzoRvRb5XfbZTk2gHCK,2010107,-31259,2111463
7302,Papa V,0vAALEhfbmllIOX1t7k5KU,2009404,-12754,2774932
7303,Carla Bruni,1HVwzNriKEjaeE06okqSpx,2009221,2930,2570570
7304,Najim Arshad,4v0D49goEdstHHCMMlbpt1,2009150,-12268,2238245
7305,Marta Santos,2NeFajzkAQ4UfviWdzf0pK,2008970,5445,2576834
7306,Thomas Bergersen,6BF0bXbsdujMSMeFZBGcBq,2008720,2382,2140860
7307,Tracy Byrd,0xxJO75NeIAF5jYruLYIDT,2008710,10211,2436653
7308,DJ Douglinhas,27CMmXxUH8UMkVGuFNFSOi,2008227,-5267,5556292
7309,Shindy,5j21TGkrNEAJe3gG9VlS34,2007946,-44,3391315
7310,Jessica Pratt,5KTykbPcDB4GYS49jcHbWh,2007870,-11245,3506807
7311,Knocked Loose,4qrHkx5cgWIslciLXUMrYw,2007662,5753,2007662
7312,Jhonny Rivera,5TDSNRe3rVLJhxjIhxfcUx,2007384,-16511,2398714
7313,Cruz CafunÃ©,0jeYkqwckGJoHQhhXwgzk3,2007307,-2077,3197195
7314,Favst,16TsNPlesuA1R9kPLS6nta,2006943,1711,2184068
7315,Bobo,4W6DLx1j8rZzzcbMuUd42J,2006777,-2993,3024694
7316,Nihira Joshi,4cSJs8KQW0qPqIEOyXsWix,2006776,-10907,2305348
7317,Obie Trice,2XnnxQzxFZG8qEPjakokPM,2006761,-239,2553670
7318,Linked Horizon,3eNYrVLcWfjJ9JdH9kiPJO,2006006,400,3073693
7319,Kizo,2IHoZ3RrDJIikMRsYgHjhy,2005821,6130,2778389
7320,Dj Pikeno Mpc,1X842P1hBNRnwsuy0e3DLS,2005517,27541,5203734
7321,Larry HernÃ¡ndez,6djNDzSg08mnh2Ayoh6Ovn,2005467,4197,3064730
7322,Helena,6M0dlWzmJ9Z81JM2WpHbsC,2005458,-1122,2140590
7323,Afinho do Fluxo,2Q5VrODXSCgdp1UxJWAZbc,2005067,-7942,2368202
7324,Daviles de Novelda,6E94QKXZv8BbO6QQJxcxLI,2004838,1029,3714363
7325,Manuel Rodriguez,2tSneO7PgprETUeUA8NfDH,2004669,-3606,3099953
7326,BLVCKHEART,3Ld1g6LjfR2ILDB6SD8aJV,2004371,-8387,2427522
7327,Slow Motion,6jmHuLfbWlq34KedQ7mA5I,2004324,7188,3046593
7328,electronic kili,6S9pxoEBK0Mczr3qE8H0GX,2004141,-28160,2360257
7329,Surinder Kaur,5fucIZfxk9a3qSYc5nMkVC,2004005,-5627,2167259
7330,TNT,1CqOLQmjzVWXQTiIN5Wucs,2003368,-3912,2157235
7331,HRVY,28y6CyJNkGNjJQKrlx4AmN,2003166,897,6199179
7332,Bahamas,4C50EbCS11M0VbGyH3OfLt,2002954,6080,3062706
7333,Gabriel O Pensador,5BWqFYIPTnFx3OPWOoJvmD,2002390,4211,2136642
7334,En EspÃ­ritu Y En Verdad,39m45GawtjXnazyVoEGkfb,2002196,-348,2002544
7335,Bachman-Turner Overdrive,5q4AzEtCoYJyXjMMoEkSU5,2002160,13386,3280984
7336,Khushi Baliyan,0JY6lYMH2TWsx3ODKc2uwo,2002043,-10995,2021116
7337,Rakshita Suresh,76Z6SMQPibr8qI24AhdvbJ,2001833,-10016,3864391
7338,MOTi,1vo8zHmO1KzkuU9Xxh6J7W,2000915,-1681,4969465
7339,Aishwarya,1c9i7ZEcpmRugZrD3AgQgE,2000526,-8710,2341241
7340,Julie Andrews,5RdqZVi36tpDPYNPw8jJbO,2000234,2859,2347385
7341,iKON,5qRSs6mvI17zrkJpOHkCoM,2000114,-6732,2941555
7342,Came Beats,6Q3ske8DX705YojfAgidez,1999959,24112,2021164
7343,MC Rodolfinho,4885EF8HYSK3OyCRe7yZIp,1998553,-5405,2729673
7344,Outliers,49D9GLjnzBcsaKiUByAMQL,1998536,13983,1998536
7345,Palma,5arfYeRczWtKre7ptGoEXp,1998437,-5993,6630666
7346,Syd,3jk39CGeaaSO3FPKNx1RUx,1998164,4497,2658417
7347,Vanessa Paradis,1FmxE030Xe2H8Bn9bdv6Pd,1997110,1688,2392269
7348,Alice Phoebe Lou,03uMw43UVu9MsQCcHVSGjX,1996409,6619,2726100
7349,Layton Giordani,7mC3RkNNTV6p2j9w4F8Ip4,1995994,1820,2569891
7350,RomancePlanet,37wN6xD9duyyxRWmObUUxE,1995882,-3957,2168183
7351,Limbo,13VunSzrVSmJBpUWxUajJF,1995655,-5207,3437032
7352,Drugdealer,0tMnuEXTeJeHbslcV8OybJ,1995625,2324,2471153
7353,Joan Osborne,0djV4iaxhNfYWpH60ia85o,1995535,4595,2122979
7354,LBIå©æ¯,1xMn0bhYRWHDV01mU8gP1J,1995193,-1545,2690301
7355,Kina Grannis,7h4j9YTJJuAHzLCc3KCvYu,1995168,-1628,3492926
7356,Sebastian Esquivel,1tuNNda2SSH3o4lUms5K6C,1995115,-2190,12018727
7357,Adamlar,1g4J8P1JWwanNyyXckRX5W,1994705,-3123,2770369
7358,Sudharshan Ashok,0NCSUqKWDdQrLf7688pRa6,1994607,-2071,2621651
7359,Angelina Mango,1A6HBLulvBFzNtlMb7b08f,1994577,6156,6368205
7360,Cean Jr.,4LT250S0fAe4cYqPbRk56m,1994371,5437,3970533
7361,MOGUAI,4xgFgBZ7CRtgtHcziClOwQ,1993742,3883,3800810
7362,Shaya Zamora,4gmgH3IgZoetXRskbdI02q,1993692,891,2319693
7363,Superfly,5M8AXrOifBT8elkLKbGPQZ,1993664,11258,2343765
7364,Uru,6le80R1opKnTlP4o3KvA2k,1993349,4546,2199000
7365,Sanah Moidutty,5PRw7B1MlnXte2taK1ePlC,1992513,-7628,2756248
7366,MC Guh SR,1jt8MU2um5rIprsn87sDtR,1992382,-2525,5084400
7367,Lyrical Lemonade,3VrGfWE8YdYMK4ySpnE0ly,1991365,853,7722600
7368,Tarsem Jassar,67XQGZSc63AMXMINY8H7Fx,1991353,-7707,2029775
7369,Grupo Descarga Del 3030,7b5a0FZafkLHB56YkKZHAL,1991158,8678,1991158
7370,chiello,5mjasIBQQPIqA9GV2Ys61h,1991095,30500,1991095
7371,The Panasdalam Bank,0sfi4c54RwQVfvfq6yz8fc,1990802,-30234,2471646
7372,Carlos Ponce,4ff5IojFqry4841QjwULTV,1990439,-1678,3087624
7373,Gin Blossoms,6kXp61QMZFPcKMcRPqoiVj,1990293,10142,2259635
7374,Wilbert Ross,6bVVssXSh08il9SKx18XOA,1990206,12045,1990206
7375,Kubi Producent,0WDJa0qnagyOnMaiD26wht,1990006,-81,2457331
7376,@atutowy,53UpeT3katrOaJmhSiRp2a,1989881,878,2548316
7377,Jo Dee Messina,3ltFy7g6KKQPPttsdOMlq3,1989784,19475,2703510
7378,Babyboy AV,5p1CMGIDFgalZneW5P1EwX,1989735,4933,2486067
7379,Evgeny Grinko,69RwhKw37lY73bMGaSts7C,1988481,-9949,2992802
7380,Erick Morillo,4DE0cYxMnEEmfKLwDkYwxb,1988254,1982,2234367
7381,Mc Ster,2RqjTHL40djgpNGG2LS9O0,1987943,1750,6583312
7382,Yzalune,50cM5Lb34I3OgF5jaNCILA,1987578,8044,2801905
7383,Mondo Loops,1XFN3VcuKr4tsTtQlRiTgK,1986994,-3979,2184521
7384,JoÃ£o Bosco e Gabriel,21WAvVROZ83oUvJwFTG2dH,1986915,13894,2594505
7385,NAPA,3BR3Qfra04DICDUB2BL3eu,1986108,-4459,3849951
7386,Jon Lajoie,0ru4hXR4RJY1mikvbQKgWa,1985878,1886,2696277
7387,DJ Gollum,1wNmJCRRNn8WpJrRSTKKqT,1985722,873,2722005
7388,The Hives,4DToQR3aKrHQSSRzSz8Nzt,1985612,1384,3639799
7389,All Sons & Daughters,44LPOpECjnIlnwH91wo2ir,1985511,-14914,2272315
7390,ICC,66UyAOM9ECEDzsfUm9UXeF,1985438,5766,2029453
7391,Modern Baseball,1HxXNvsraqrsgfmju1yKk8,1985238,-2186,2069619
7392,Japanese Breakfast,7MoIc5s9KXolCBH1fy9kkw,1985188,14912,2904963
7393,Leiva,5Hsv8dUHHOdnn72q4XIVz7,1985032,-4858,2610829
7394,David Lee Murphy,78OAtwN3XpjMcjibnF2Kw5,1985022,21935,2840351
7395,Carolina Ross,5wx70QuZtxRUIIYek3RSaV,1984994,-2095,2276827
7396,Redinho,72WcKL1SYgNzcNojYLFQsB,1984828,7547,2301116
7397,Sentino,6DAQjwwMGZ9QgqHhIkU7H0,1984589,9709,2007525
7398,Mc Danflin,5FAaE0nqQcRWZUOIObttHr,1984434,-20148,2426404
7399,Alejo,50sIhX3HytFEwQXZJLUZQE,1983293,-1050,6997702
7400,Vandelux,2rdSCmWgrIWA8pmwhS1T2k,1983116,11991,2641749
7401,Alessandro Vilas Boas,7nMA5jUpayvsedWUkX9lx7,1982884,-3804,2093135
7402,Nyoman Paul,53tuXn4uXfDqZYhAFMxZdt,1982810,-82391,6405104
7403,Darren Styles,2gZzTzeACSwFqkMroVxmnm,1982553,3079,2216664
7404,Judy Kuhn,7tHd518aPjJYUgyv9bidBz,1982436,4233,1990673
7405,Iqlipse Nova,5tVEtYVMATyQ6OVOetuZlk,1982306,-10740,3077074
7406,Ozan ÃolakoÄlu,1ekNbG3tiwZasW1bfHYpSO,1982245,-3469,2687918
7407,King Clave,71FVpPyLHxYTn3CfUOJq7f,1982137,4271,2115554
7408,Franco126,2KkO9uXHF9BVNJASjLekAc,1982130,961,2297948
7409,Caztro,1YvkzmaJLVRHSJ8J5YzoaW,1981968,11194,1981968
7410,STAKILLAZ,44tWGthIqM3mm0ngpslGO9,1981654,-2595,2093577
7411,Cher Lloyd,4m4SfDVbF5wxrwEjDKgi4k,1981280,2091,2650634
7412,Bijibal,09Swfzp0iwV8Yxe1Ngzf6v,1980488,-17247,2148612
7413,Morcheeba,6bWxFw65IEJzBYjx3SxUXd,1980318,-3134,2135138
7414,ADÃLA,2qanRMyA5bNuTvz1dK45OP,1980251,5490,1984976
7415,Julio Preciado Y Su Banda Perla Del Pacifico,1skKkfQtM2dprTwRld9p3p,1980126,8321,2278060
7416,Sweet,3JaAGmSTpJK35DqWrDUzBz,1979959,9262,3061037
7417,Nith,3OZbEO1ofELMzNrleV5Umb,1979729,4801,2157003
7418,DJ Katrip,4Ley0K7c2keTiOW0Jpam5g,1979537,-14667,3133977
7419,Grupo Yndio,1yP1EbAX7oCvKI7j7PxzGg,1979176,144968,1979176
7420,GRECAS,3DhrvmXFJs6QKCSafoPhl4,1979155,1755,1979155
7421,Shabbir Kumar,3M8OKPsQvP1U8WkG5lY4Vy,1979121,-9696,2063836
7422,Berny-Ignatius,425d9RrGSCIqwS6KV5rk1W,1979038,-11609,2200908
7423,Tuneboy,3mZnhzeAyjpFhO3cIepzBr,1978337,-4104,2129084
7424,Anar,4C5EDmZfgkkSwUVFSvuUNP,1978043,-5049,4905801
7425,Chromatics,4tOVIRjlWWfR1RrAxyRqTE,1977820,2581,2490890
7426,LÃ©o & Raphael,68cvVh3HBHdwWfccCTaq0T,1977692,-4909,4714874
7427,Jon Reddick,7H0gjeKVq6IPXcAUZzzhD2,1977519,-6811,2737678
7428,The Knack,0Nn9YwJzcaeuU1jJL06e3r,1977511,6474,3009610
7429,OG DETRUYELO,3gPb5oQZHqLolM6gP0IBli,1977066,10019,2394971
7430,Stefanie Sun,0SIXZXJCAhNU8sxK0qm7hn,1976248,2196,1976248
7431,ABRA,3ZJxEmjYZd5VOqZ8o3aXiL,1975702,-7829,1996938
7432,Big Red Machine,7gXy60xRcwYujBFoYHnR2O,1975531,-382,2506318
7433,Ana Gabriela,6a9WLQ5NsIV7U2qB16uFWD,1975504,2805,2367460
7434,FLOW,3w2HqkKa6upwuXEULtGvnY,1975130,991,2148400
7435,Chris Stussy,3BxjasMelf9pKaE4f7Y0So,1975127,6906,1975127
7436,Dj Salgueirinho,6ano6kSzweJbXGVMyHvwrC,1974927,2832,2497350
7437,Manish Kumar Tipu,2LtSNhjLF0YPtPeC66Bd0f,1974818,-17644,2008274
7438,Memo Boy,2jwC7uml6QVgLBfx1Hbtek,1973838,-81,2578326
7439,Harvi,5rpl4dM4cZVFeseE6XT0AZ,1973469,2333,2026420
7440,Tiago Mac,3GM0VyM1n1qvk0v2PfXX4n,1973151,2866,2154621
7441,Lost Sky,157L8iTHgbdrKVxdQEXluh,1973129,12230,2875097
7442,Sugarland,0hYxQe3AK5jBPCr5MumLHD,1973030,8641,2392561
7443,Toro y Moi,6O4EGCCb6DoIiR6B1QCQgp,1973019,-523,3398621
7444,SAILORR,6ucHomyCWjxmvbyqAAbSci,1972664,20628,2607358
7445,Don Williams,4Ti0EKl2PVEms2NRMVGqNe,1972443,1415,1974678
7446,David Allan Coe,6nwh8AhPpbwOUnHZJWrHT6,1971967,8072,1971967
7447,Niky Savage,4w9mPW732RnZkoqsy3lRsg,1970993,-7094,4215390
7448,Master Saleem,0BEr6nvOOHQMy53md08n9Y,1970152,-10296,2043172
7449,Adam Levine,4bYPcJP5jwMhSivRcqie2n,1970149,-3700,5665870
7450,BNYXÂ®,6os1temnovzJIEGRUmn3fG,1970101,-31992,3269176
7451,EMELINE,4S38gbKfKkEbty2YAIDIlV,1969696,12498,2083835
7452,Los Originales De San Juan,3aVB3VLnoAn6bKiHOEzHag,1969503,-1774,2076367
7453,Nasa Histoires,2nAAvoxXJdXRyKH2srQ3qu,1969098,5889,2022581
7454,Vicente Garcia,2Otnykd696YidQYfEGVmNq,1968378,335,2289339
7455,flipturn,7FKTg75ADVMZgY3P9ZMRtH,1967841,109,2286466
7456,SleazyWorld Go,7FOQfJbC3e4GNoheojERnF,1967631,5314,4691282
7457,Raja Hasan,6ID2zdEFxXLChwiqQzf3ZA,1966224,-1438,2315844
7458,Jamie Duffy,2yvguoW65iZdUhca8yIfIo,1965551,-272,2107230
7459,Higashi,1eBPcZCSWh1EAv0aOXusye,1965045,914,2763456
7460,Ä°zel,0QSrUuv6y5Woazd3LAjbSH,1964992,-1733,2568575
7461,Bisqui,2TLX5U1HoPlgzky1SstRWJ,1964404,-17629,3184342
7462,Mohan Kannan,0iqFHwswV50GDerCAjulem,1964388,-4016,2113830
7463,$OHO BANI,3KQylwDxYE7Vxli0BSuwaf,1964085,4699,5317896
7464,Barrington Levy,5mMuiFhh7faS7qxnTLRA6u,1963583,9587,2304332
7465,Al Xapo,6dmpoGpCKPEdy7R3XSEA7y,1963473,-7149,3105440
7466,Grupo Quintanna,17jlmfAaFHbfrauHk2HiNc,1963463,-1754,2134951
7467,Louis The Child,7wg1qvie3KqDNQbAkTdbX0,1962771,8064,3911702
7468,Afsal,6GIkpxZTzuInWGBdfgu7eb,1962615,-14525,2358201
7469,kets4eki,4waORdvuFnffJPrj784KeG,1961791,1654,3637967
7470,ROSIE,2bp65KnFOIsIosBoqPzvNL,1961633,5867,3436485
7471,Zlatan,4mSWNal2Ixxf1zrXSTLoep,1961604,-2782,2351640
7472,Izzamuzzic,5EiDVD35ofoSKq1KE0jcs8,1961459,-2570,4553569
7473,Eydie GormÃ©,6HnHBbeScFiQKXt3sUQA3Z,1960853,6177,2563981
7474,PUN,6HEMZkIMQAPnd36iLsUlTx,1960562,-7668,2178515
7475,Babbu Maan,2ENaPFnsKa9MlutVokd6es,1960537,-8262,2068483
7476,void,5ySK6tR70ZunnmPEHCrCwF,1958735,-15208,5173081
7477,sundots,0K7RoGabPQO08yJDhsvvL5,1958591,-5458,2092041
7478,2NE1,1l0mKo96Jh9HVYONcRl3Yp,1958225,3690,2924791
7479,Ashley Lilley,4Fo2qgLwTad6ICYbIu7CQR,1958149,10318,2534027
7480,Shocking Blue,5WimOFbBnCU5wI6t5PPpEk,1958024,7241,2261329
7481,Evan Craft,4vEpUOtKWtpotWkuv0Vlx4,1957627,-19,1971593
7482,Sayuri & Sopholov,6IcW0vncoYwp4NQWSm4uXc,1957347,8352,2429210
7483,Anne Amie,00PnAePD5EyBOROxnfX68x,1957322,-8057,2148461
7484,Bomfunk MC's,0NeC6ploeJUq8oDwYQjNPS,1956218,1637,3218980
7485,crier,3pxK1rdoF4Swqd00UH6wCl,1956179,-2061,2672854
7486,Samuel T. Herring,6K4I1MPd7m8IztUdtrF4YU,1956072,1034,2368081
7487,Mc Diguinho,47JFb3g3HWWr0xsyMvUKc8,1955976,-4912,3750042
7488,Chinna,33saytE0qGBD96vkPj4ALw,1955805,-4563,2769740
