rank,artist,spotify_id,listeners,daily_change_listeners,peak_listeners
222,Gigi Perez,1iCnM8foFssWlPRLfAbIwo,29066910,39664,31772994
223,Macklemore,3JhNCzhSMTxs9WLGJJxWOY,29048204,68474,36292075
224,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,28841684,68993,35060772
225,Sonu Nigam,1dVygo6tRFXC8CSWURQJq2,28752685,-122352,31415968
226,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,28728248,68513,42954408
227,Kehlani,0cGUm45nv7Z6M6qdXYQGTX,28588050,-34038,29282699
228,Plan B,2jSGzJw0ebJLu7OLVSOcBP,28580927,49688,28580927
229,CarÃ­n LeÃ³n,66ihevNkSYNzRAl44dx6jJ,28544992,-45361,32386759
230,Becky G,4obzFoKoKRHIphyHzJ35G3,28532367,34331,36514621
231,Wisin & Yandel,1wZtkThiXbVNtj6hee6dz9,28464794,-21414,28486208
232,Zion & Lennox,21451j1KhjAiaYKflxBjr1,28459971,41659,28459971
233,The Script,3AQRLZ9PuTAozP28Skbq8V,28412635,161550,29094722
234,The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,28329923,44787,29727889
235,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,28298214,-58352,33218914
236,Ravyn Lenae,5RTLRtXjbXI2lSXc6jxlAz,28261302,22249,34129616
237,Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,28250951,-60244,29150719
238,KK,4L7ScBYQaoyRpUFPiZBh1a,28089966,-160252,28250218
239,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,28013641,56157,35434529
240,Oasis,2DaxqgrOhkeH0fpeiQq2f4,27840058,86053,32783280
241,GIVÄON,4fxd5Ee7UefO4CUXgwJ7IP,27790068,-93743,30904678
242,2Pac,1ZwdS5xdxEREPySFridCfh,27717069,-9430,29129228
243,El Alfa,2oQX8QiMXOyuqbcZEFsZfm,27574728,-54604,27651478
244,DaBaby,4r63FhuTkUYltbVAg5TQnk,27549242,67508,32070946
245,Bob Marley & The Wailers,2QsynagSdAqZj3U9HgDzjD,27405662,70493,28974950
246,Vishal Mishra,5wJ1H6ud777odtZl5gG507,27391153,-143847,29210979
247,Alka Yagnik,3gBKY0y3dFFVRqicLnVZYz,27324756,-118759,28219783
248,TOTO,0PFtn5NtBbbUNbU9EAmIWF,27272677,62718,31472214
249,Bee Gees,1LZEQNv7sE11VDY3SdxQeN,27267674,64529,28740653
250,Chinmayi,5UJ2sHO2ELrgW6aXeRLTQQ,27258530,-72786,29125644
251,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,27248824,-41501,29550228
252,SIENNA SPIRO,02gSuSAWEdWa5UOvqzjX6v,27132807,-71469,28561185
253,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,27096142,-14674,27619800
254,Doechii,4E2rKHVDssGJm2SCDOMMJB,27091085,-90117,60581257
255,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,27024626,-4671,28448377
256,Kygo,23fqKkggKUBHNkbKtXEls4,26933932,126947,37407823
257,French Montana,6vXTefBL93Dj5IqAWq6OTv,26895555,83979,28759404
258,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,26778011,35964,29911374
259,Blessd,1TA5sGRlKUJXBN4ZyJuDIX,26683321,7314,28174394
260,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,26680328,18409,33360916
261,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,26671800,-60739,37776153
262,Timbaland,5Y5TRrQiqgUO4S36tzjIRZ,26666297,16339,27861284
263,Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,26550401,159936,34908935
264,Tito Double P,5eumcnUkdmGvkvcsx1WFNG,26538524,15959,26538524
265,Mohit Chauhan,5GnnSrwNCGyfAU4zuIytiS,26492532,-136944,28577542
266,Sunidhi Chauhan,3eDT9fwXKuHWFvgZaaYC5v,26471347,-89221,26673804
267,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,26449228,25755,28252003
268,Lorde,163tK9Wjr9P9DmM0AVK7lm,26404320,-34653,35073097
269,Aventura,1qto4hHid1P71emI6Fd8xi,26392017,-8985,26427907
270,Vance Joy,10exVja0key0uqUkk6LJRT,26271490,256543,32405324
271,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,26231217,82851,26834473
272,Shankar-Ehsaan-Loy,0L5GV6LN8SWWUWIdBbTLTZ,26177429,-131420,27425495
273,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,26129785,5859,26229926
274,Luke Combs,718COspgdWOnwOFpJHRZHS,26106713,102663,34881535
275,Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,26031333,8707,27119382
276,Outkast,1G9G7WwrXka3Z1r7aIDjI7,26005308,93997,26630672
277,Nickelback,6deZN1bslXzeGvOLaLMOIF,26000403,24532,26000403
